 create table myDataTable ( id int , VehicleCondition varchar (250)   , Age varchar (250)   , Gender varchar (250)   , PassengerGender varchar (250)   , Season varchar (250)   , No_of_Passengers varchar (250)   , Plate_Number varchar (250)   , WeekofMonth varchar (250)   , DriverOccupation varchar (250)   , Speed int   , Label varchar (250)   );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1   ,'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'Govt' , 94 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1864   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Last' , 'NonGov' , 48 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1865   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'one' , 'Bad' , 'Last' , 'Govt' , 83 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1866   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'Govt' , 60 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1867   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Bad' , 'Last' , 'Govt' , 93 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1868   , 'Bad' , '15-20' , 'Female' , 'Male' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 98 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1869   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Good' , 'two' , 'Bad' , 'Start' , 'NonGov' , 75 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1870   , 'Good' , '15-20' , 'Male' , 'Male' , 'Good' , 'two' , 'Good' , 'Last' , 'Govt' , 59 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1871   , 'Bad' , '15-20' , 'Male' , 'Male' , 'Bad' , 'two' , 'Good' , 'Last' , 'NonGov' , 66 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1872   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Bad' , 'three' , 'Good' , 'Start' , 'Govt' , 72 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1873   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Start' , 'NonGov' , 51 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1874   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'Govt' , 54 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1875   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Mid' , 'Govt' , 93 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1876   , 'Good' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'Govt' , 40 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1877   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Bad' , 'two' , 'Good' , 'Last' , 'NonGov' , 47 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1878   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Bad' , 'two' , 'Bad' , 'Last' , 'Govt' , 59 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1879   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Good' , 'Start' , 'Govt' , 78 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1880   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 60 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1881   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Bad' , 'three' , 'Good' , 'Start' , 'NonGov' , 89 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1882   , 'Good' , '21-40' , 'Male' , 'Male' , 'Bad' , 'two' , 'Bad' , 'Last' , 'Govt' , 88 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1883   , 'Good' , '15-20' , 'Female' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 51 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1884   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'three' , 'Good' , 'Last' , 'NonGov' , 52 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1885   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'NonGov' , 61 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1886   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Good' , 'three' , 'Bad' , 'Last' , 'Govt' , 61 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1887   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Mid' , 'NonGov' , 45 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1888   , 'Good' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'Govt' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1889   , 'Good' , '21-40' , 'Female' , 'Male' , 'Good' , 'three' , 'Good' , 'Mid' , 'Govt' , 45 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1890   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 72 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1891   , 'Good' , '21-40' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Last' , 'Govt' , 53 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1892   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Good' , 'one' , 'Good' , 'Start' , 'NonGov' , 50 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1893   , 'Bad' , '15-20' , 'Female' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 67 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1894   , 'Bad' , '15-20' , 'Male' , 'Female' , 'Good' , 'three' , 'Bad' , 'Last' , 'Govt' , 91 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1895   , 'Bad' , '15-20' , 'Male' , 'Female' , 'Bad' , 'two' , 'Bad' , 'Last' , 'Govt' , 65 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1896   , 'Good' , '21-40' , 'Male' , 'Female' , 'Bad' , 'three' , 'Good' , 'Last' , 'Govt' , 55 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1897   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Last' , 'NonGov' , 98 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1898   , 'Good' , '21-40' , 'Female' , 'Male' , 'Bad' , 'one' , 'Good' , 'Start' , 'Govt' , 63 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1899   , 'Bad' , '15-20' , 'Male' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Mid' , 'Govt' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1900   , 'Bad' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'Govt' , 82 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1901   , 'Good' , '15-20' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Start' , 'Govt' , 75 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1902   , 'Good' , '15-20' , 'Female' , 'Female' , 'Bad' , 'two' , 'Good' , 'Mid' , 'NonGov' , 51 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1903   , 'Good' , '15-20' , 'Female' , 'Female' , 'Good' , 'three' , 'Good' , 'Start' , 'NonGov' , 56 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1904   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 48 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1905   , 'Good' , '21-40' , 'Male' , 'Female' , 'Good' , 'three' , 'Bad' , 'Last' , 'NonGov' , 68 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1906   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Mid' , 'Govt' , 64 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1907   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 79 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1908   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Last' , 'NonGov' , 85 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1909   , 'Bad' , '15-20' , 'Male' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 91 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1910   , 'Good' , '41-Above' , 'Male' , 'Male' , 'Good' , 'two' , 'Good' , 'Start' , 'NonGov' , 53 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1911   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 54 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1912   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'three' , 'Good' , 'Start' , 'NonGov' , 67 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1913   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Good' , 'three' , 'Bad' , 'Start' , 'NonGov' , 71 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1914   , 'Good' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Last' , 'NonGov' , 42 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1915   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 94 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1916   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'two' , 'Good' , 'Mid' , 'Govt' , 57 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1917   , 'Good' , '21-40' , 'Female' , 'Male' , 'Good' , 'two' , 'Good' , 'Start' , 'NonGov' , 57 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1918   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'one' , 'Good' , 'Mid' , 'Govt' , 42 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1919   , 'Good' , '15-20' , 'Female' , 'Female' , 'Bad' , 'three' , 'Good' , 'Mid' , 'NonGov' , 95 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1920   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Last' , 'Govt' , 64 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1921   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Good' , 'Last' , 'NonGov' , 75 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1922   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Good' , 'one' , 'Bad' , 'Last' , 'NonGov' , 84 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1923   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 47 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1924   , 'Good' , '15-20' , 'Female' , 'Male' , 'Good' , 'one' , 'Bad' , 'Last' , 'NonGov' , 76 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1925   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Last' , 'NonGov' , 76 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1926   , 'Good' , '15-20' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Last' , 'NonGov' , 56 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1927   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'one' , 'Good' , 'Mid' , 'Govt' , 74 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1928   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Last' , 'NonGov' , 84 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1929   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Mid' , 'Govt' , 58 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1930   , 'Bad' , '15-20' , 'Male' , 'Male' , 'Good' , 'one' , 'Bad' , 'Start' , 'NonGov' , 60 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1931   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Start' , 'Govt' , 81 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1932   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Bad' , 'two' , 'Bad' , 'Last' , 'NonGov' , 81 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1933   , 'Good' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'Govt' , 41 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1934   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Start' , 'NonGov' , 40 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1935   , 'Good' , '21-40' , 'Male' , 'Male' , 'Bad' , 'two' , 'Good' , 'Last' , 'Govt' , 94 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1936   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 44 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1937   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Mid' , 'NonGov' , 91 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1938   , 'Good' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 88 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1939   , 'Good' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'three' , 'Good' , 'Start' , 'Govt' , 41 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1940   , 'Good' , '15-20' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 65 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1941   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'Govt' , 67 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1942   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Last' , 'Govt' , 84 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1943   , 'Good' , '15-20' , 'Female' , 'Female' , 'Good' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 53 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1944   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 76 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1945   , 'Good' , '21-40' , 'Male' , 'Female' , 'Good' , 'one' , 'Good' , 'Mid' , 'NonGov' , 97 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1946   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Good' , 'one' , 'Bad' , 'Last' , 'Govt' , 70 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1947   , 'Good' , '21-40' , 'Female' , 'Female' , 'Bad' , 'three' , 'Good' , 'Mid' , 'NonGov' , 82 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1948   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Good' , 'Mid' , 'Govt' , 44 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1949   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Start' , 'NonGov' , 66 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1950   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'two' , 'Good' , 'Start' , 'NonGov' , 65 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1951   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'one' , 'Bad' , 'Last' , 'Govt' , 83 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1952   , 'Good' , '21-40' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Mid' , 'Govt' , 92 , 'Yes' );
